,Context,Baseline
6136,True,True
6137,False,False
6138,False,False
6139,False,False
6140,False,False
6141,False,True
6142,False,False
6143,False,False
6144,True,False
6145,False,False
6146,False,False
6147,True,True
6148,True,True
6149,True,True
6150,True,True
6151,True,True
6152,True,True
6153,True,False
6154,True,True
6155,False,False
6156,True,True
6157,True,True
6158,False,False
6159,True,True
6160,False,False
6161,True,True
6162,True,True
6163,False,False
6164,False,False
6165,False,False
6166,True,True
6167,True,True
6168,True,True
6169,False,False
6170,False,False
6171,False,False
6172,True,False
6173,False,False
6174,True,True
6175,False,False
6176,False,False
6177,True,True
6178,True,True
6179,False,False
6180,False,False
6181,False,False
6182,False,False
6183,False,False
6184,False,False
6185,False,False
6186,True,True
6187,True,True
6188,True,True
6189,False,False
6190,False,False
6191,True,True
6192,False,False
6193,True,True
6194,False,False
6195,False,False
6196,False,False
6197,False,False
6198,False,False
6199,True,True
6200,False,False
6201,False,False
6202,False,False
6203,False,False
6204,False,False
6205,False,False
6206,False,False
6207,False,False
6208,False,False
6209,True,True
6210,False,False
6211,False,False
6212,False,False
6213,False,False
6214,False,False
6215,False,False
6216,True,True
6217,False,False
6218,True,True
6219,True,True
6220,True,True
6221,True,False
6222,False,False
6223,True,True
6224,False,False
6225,False,False
6226,True,False
6227,True,True
6228,False,False
6229,False,False
6230,True,True
6231,False,False
6232,False,False
6233,False,False
6234,True,True
6235,False,False
6236,False,False
6237,False,False
6238,False,False
6239,False,False
6240,False,False
6241,False,False
6242,False,False
6243,False,False
6244,False,False
6245,True,False
6246,False,False
6247,False,False
6248,False,False
6249,False,False
6250,True,False
6251,False,False
6252,False,False
6253,False,False
6254,False,False
6255,False,False
6256,False,False
6257,False,False
6258,False,False
6259,True,False
6260,True,False
6261,True,True
6262,True,True
6263,True,True
6264,False,True
6265,True,False
6266,True,True
6267,False,False
6268,False,False
6269,True,True
6270,True,True
6271,True,True
6272,True,False
6273,True,True
6274,True,True
6275,True,True
6276,True,True
6277,True,True
6278,True,True
6279,True,False
6280,True,True
6281,True,True
6282,True,True
6283,True,False
6284,True,True
6285,True,True
6286,True,True
6287,True,True
6288,True,True
6289,True,True
6290,True,False
6291,False,False
6292,False,False
6293,False,True
6294,True,True
6295,False,False
6296,False,False
6297,False,False
6298,False,False
6299,False,False
6300,True,False
6301,True,True
6302,True,True
6303,True,True
6304,False,False
6305,False,False
6306,False,False
6307,True,True
6308,False,False
6309,True,True
6310,True,True
6311,False,False
6312,True,True
6313,True,True
6314,False,False
6315,True,True
6316,True,True
6317,False,False
6318,True,False
6319,True,True
6320,True,True
6321,False,True
6322,False,False
6323,True,True
6324,False,False
6325,True,False
6326,True,True
6327,False,False
6328,True,True
6329,True,True
6330,False,False
6331,True,True
6332,False,False
6333,True,False
6334,False,False
6335,False,False
6336,True,True
6337,True,True
6338,False,False
6339,False,False
6340,False,False
6341,True,True
6342,False,False
6343,False,False
6344,False,False
6345,True,True
6346,False,False
6347,False,False
6348,False,False
6349,False,False
6350,False,False
6351,False,False
6352,True,False
6353,False,False
6354,False,False
6355,False,False
6356,False,False
6357,False,False
6358,True,True
6359,False,False
6360,False,False
6361,True,True
6362,True,True
6363,True,True
6364,True,True
6365,True,True
6366,True,True
6367,False,False
6368,False,False
6369,False,False
6370,False,False
6371,False,False
6372,False,False
6373,False,False
6374,False,False
6375,False,False
6376,False,False
6377,True,False
6378,True,True
6379,False,False
6380,False,False
6381,False,False
6382,False,False
6383,False,False
6384,False,False
6385,False,False
6386,True,True
6387,True,True
6388,False,False
6389,False,False
6390,False,False
6391,False,False
6392,False,False
6393,False,False
6394,True,True
6395,True,True
6396,True,True
6397,False,False
6398,False,False
6399,False,False
6400,False,False
6401,False,False
6402,False,False
6403,True,True
6404,False,False
6405,False,False
6406,False,False
6407,False,False
6408,False,False
6409,False,False
6410,False,False
6411,True,True
6412,False,False
6413,False,False
6414,False,False
6415,True,True
6416,True,False
6417,True,False
6418,True,False
6419,False,False
6420,False,False
6421,True,True
6422,False,False
6423,False,False
6424,False,False
6425,False,False
6426,True,True
6427,False,False
6428,False,False
6429,False,False
6430,False,False
6431,False,False
6432,True,True
6433,False,False
6434,True,True
6435,True,True
6436,False,False
6437,False,False
6438,True,True
6439,False,False
6440,False,False
6441,False,False
6442,False,False
6443,False,False
6444,True,True
6445,True,True
6446,True,True
6447,False,False
6448,False,False
6449,False,False
6450,True,True
6451,False,False
6452,False,False
6453,False,False
6454,False,False
6455,False,False
6456,False,False
6457,False,False
6458,False,False
6459,False,False
6460,False,False
6461,False,False
6462,False,False
6463,False,False
6464,False,False
6465,False,False
6466,False,False
6467,False,False
6468,False,False
6469,True,True
6470,False,False
6471,False,False
6472,True,True
6473,False,False
6474,False,False
6475,True,True
6476,False,False
6477,True,True
6478,False,False
6479,False,False
6480,False,False
6481,False,False
6482,False,False
6483,False,False
6484,True,True
6485,False,False
6486,False,False
6487,True,True
6488,False,False
6489,False,False
6490,False,False
6491,False,False
6492,False,False
6493,True,True
6494,False,False
6495,False,False
6496,False,False
6497,False,False
6498,True,True
6499,False,False
6500,True,True
6501,False,False
6502,False,False
6503,False,False
6504,False,False
6505,False,False
6506,False,False
6507,True,True
6508,True,True
6509,True,False
6510,False,False
6511,True,True
6512,True,True
6513,False,False
6514,True,True
6515,True,True
6516,True,True
6517,True,True
6518,True,True
6519,True,True
6520,False,False
6521,False,False
6522,False,False
6523,False,False
6524,False,False
6525,False,False
6526,True,False
6527,False,False
6528,True,False
6529,False,False
6530,False,False
6531,False,False
6532,True,True
6533,False,False
6534,False,False
6535,True,True
6536,True,True
6537,False,False
6538,False,False
6539,True,True
6540,False,False
6541,True,True
6542,True,True
6543,False,False
6544,False,False
6545,True,True
6546,True,True
6547,False,False
6548,False,False
6549,False,False
6550,False,False
6551,False,False
6552,False,False
6553,False,False
6554,False,False
6555,False,False
6556,True,True
6557,False,False
6558,False,False
6559,False,False
6560,True,True
6561,False,False
6562,False,False
6563,False,False
6564,False,False
6565,False,False
6566,False,False
6567,False,False
6568,True,True
6569,False,False
6570,True,True
6571,False,False
6572,False,False
6573,True,True
6574,True,False
6575,False,False
6576,False,False
6577,False,False
6578,False,False
6579,False,False
6580,True,False
6581,False,False
6582,False,False
6583,False,False
6584,True,True
6585,True,True
6586,True,True
6587,False,False
6588,False,False
6589,False,False
6590,False,False
6591,False,False
6592,False,False
6593,False,False
6594,False,True
6595,False,False
6596,False,False
6597,True,False
6598,False,False
6599,False,False
6600,False,False
6601,False,False
6602,True,True
6603,False,False
6604,False,False
6605,True,True
6606,False,False
6607,False,False
6608,False,False
6609,False,False
6610,False,False
6611,False,True
6612,False,False
6613,False,False
6614,True,False
6615,False,False
6616,False,False
6617,False,False
6618,False,False
6619,False,False
6620,False,False
6621,False,False
6622,False,False
6623,False,False
6624,False,False
6625,True,True
6626,False,False
6627,False,False
6628,False,False
6629,True,True
6630,False,False
6631,False,False
6632,False,False
6633,False,False
6634,False,False
6635,False,False
6636,False,False
6637,False,True
6638,False,False
6639,True,True
6640,False,False
6641,True,True
6642,True,True
6643,False,False
6644,True,True
6645,False,False
6646,False,False
6647,True,True
6648,False,False
6649,True,True
6650,False,False
6651,True,False
6652,True,True
6653,False,False
6654,True,True
6655,True,True
6656,True,True
6657,True,True
6658,True,True
6659,True,True
6660,False,False
6661,False,False
6662,False,False
6663,False,False
6664,False,False
6665,True,False
6666,False,False
6667,False,False
6668,True,True
6669,False,False
6670,True,False
6671,True,False
6672,True,True
6673,False,False
6674,True,True
6675,False,False
6676,True,True
6677,True,True
6678,False,False
6679,False,False
6680,True,False
6681,True,True
6682,False,False
6683,True,True
6684,False,False
6685,False,False
6686,False,False
6687,False,False
6688,False,False
6689,False,False
6690,False,False
6691,False,False
6692,False,False
6693,False,False
6694,True,True
6695,True,True
6696,False,False
6697,True,True
6698,False,False
6699,False,False
6700,True,True
6701,False,False
6702,False,False
6703,False,False
6704,False,False
6705,True,True
6706,False,False
6707,False,False
6708,True,True
6709,False,False
6710,False,False
6711,False,False
6712,False,False
6713,True,True
6714,True,True
6715,True,True
6716,True,True
6717,True,True
6718,True,False
6719,True,False
6720,False,False
6721,False,False
6722,False,False
6723,False,False
6724,False,False
6725,False,False
6726,False,False
6727,False,False
6728,False,False
6729,False,False
6730,False,False
6731,True,True
6732,True,False
6733,False,False
6734,True,True
6735,True,True
6736,False,False
6737,False,False
6738,False,False
6739,False,False
6740,False,False
6741,True,True
6742,False,False
6743,False,False
6744,False,False
6745,False,False
6746,False,False
6747,False,False
6748,True,True
6749,True,True
6750,False,False
6751,False,False
6752,False,False
6753,True,True
6754,False,False
6755,True,True
6756,False,False
6757,False,False
6758,False,False
6759,False,False
6760,False,False
6761,False,False
6762,False,False
6763,False,False
6764,False,False
6765,True,True
6766,False,False
6767,False,False
6768,False,False
6769,True,False
6770,False,False
6771,True,True
6772,False,False
6773,False,False
6774,False,False
6775,False,False
6776,True,False
6777,False,False
6778,False,False
6779,False,False
6780,True,True
6781,True,True
6782,False,False
6783,False,False
6784,False,False
6785,True,True
6786,True,True
6787,False,False
6788,True,True
6789,True,True
6790,True,True
6791,True,True
6792,True,True
6793,True,False
6794,False,False
6795,False,False
6796,False,True
6797,False,False
6798,False,False
6799,True,True
6800,True,True
6801,True,True
6802,True,True
6803,True,True
6804,True,True
6805,True,True
6806,True,True
6807,False,False
6808,True,True
6809,True,True
6810,False,False
6811,True,True
6812,False,False
6813,False,False
6814,True,True
6815,False,False
6816,False,False
6817,False,False
6818,False,False
6819,False,False
6820,False,False
6821,False,False
6822,False,False
6823,False,True
6824,True,False
6825,False,False
6826,False,False
6827,True,True
6828,True,True
6829,False,False
6830,False,False
6831,True,True
6832,False,False
6833,False,False
6834,False,False
6835,True,True
6836,True,True
6837,True,True
6838,True,True
6839,True,True
6840,True,True
6841,False,False
6842,True,True
6843,True,True
6844,True,True
6845,False,False
6846,False,False
6847,True,True
6848,True,False
6849,False,False
6850,False,False
6851,False,False
6852,True,True
6853,False,False
6854,False,False
6855,False,False
6856,False,False
6857,False,False
6858,True,True
6859,True,True
6860,False,False
6861,False,False
6862,False,False
6863,True,True
6864,False,False
6865,False,False
6866,False,False
6867,False,False
6868,True,True
6869,True,True
6870,False,False
6871,False,False
6872,False,False
6873,True,True
6874,True,True
6875,False,False
6876,False,False
6877,True,True
6878,True,True
6879,True,True
6880,True,True
6881,False,False
6882,True,True
6883,False,False
6884,False,False
6885,False,False
6886,False,False
6887,False,False
6888,False,False
6889,True,True
6890,True,True
6891,True,True
6892,True,True
6893,True,True
6894,False,False
6895,False,False
6896,False,False
6897,True,False
6898,False,False
6899,True,False
6900,True,False
6901,False,False
6902,False,False
6903,False,False
6904,False,False
6905,True,True
6906,True,True
6907,False,False
6908,False,False
6909,False,False
6910,False,False
6911,False,False
6912,False,False
6913,True,True
6914,False,False
6915,True,False
6916,False,False
6917,True,True
6918,True,True
6919,False,False
6920,False,False
6921,False,False
6922,False,False
6923,True,True
6924,False,False
6925,False,False
6926,False,False
6927,False,False
6928,False,False
6929,False,False
6930,False,False
6931,False,False
6932,False,False
6933,False,False
6934,False,False
6935,False,False
6936,True,True
6937,False,False
6938,False,False
6939,True,True
6940,True,True
6941,True,True
6942,True,True
6943,False,False
6944,False,False
6945,False,False
6946,False,False
6947,False,False
6948,False,False
6949,False,False
6950,False,False
6951,False,False
6952,True,True
6953,False,False
6954,False,False
6955,True,True
6956,True,True
6957,True,True
6958,False,False
6959,True,True
6960,False,False
6961,True,True
6962,True,True
6963,True,True
6964,False,False
6965,False,False
6966,False,False
6967,False,False
6968,True,True
6969,True,True
6970,True,True
6971,False,False
6972,False,False
6973,False,False
6974,True,True
6975,False,False
6976,False,False
6977,False,False
6978,False,False
6979,False,False
6980,True,True
6981,True,True
6982,False,False
6983,False,False
6984,False,True
6985,False,False
6986,True,True
6987,False,False
6988,False,False
6989,False,False
6990,True,True
6991,True,True
6992,True,True
6993,True,True
6994,True,True
6995,True,True
6996,True,True
6997,True,True
6998,True,True
6999,True,True
7000,False,False
7001,False,False
7002,False,False
7003,True,True
7004,False,False
7005,False,False
7006,True,True
7007,False,False
7008,False,False
7009,True,False
7010,False,False
7011,False,False
7012,False,False
7013,True,False
7014,True,True
7015,False,False
7016,False,False
7017,True,True
7018,True,False
7019,False,False
7020,True,True
7021,True,True
7022,False,False
7023,False,False
7024,False,False
7025,True,True
7026,True,True
7027,True,True
7028,True,True
7029,True,True
7030,False,False
7031,True,True
7032,False,False
7033,False,False
7034,True,True
7035,False,False
7036,False,False
7037,True,True
7038,False,False
7039,False,False
7040,True,False
7041,True,False
7042,True,True
7043,True,False
7044,True,False
7045,True,False
7046,True,True
7047,True,False
7048,True,True
7049,True,False
7050,True,True
7051,True,False
7052,True,True
7053,True,False
7054,False,False
7055,True,True
7056,False,False
7057,True,True
7058,True,True
7059,True,True
7060,False,False
7061,True,True
7062,False,False
7063,True,True
7064,True,False
7065,False,False
7066,False,True
7067,False,False
7068,False,False
7069,True,False
7070,False,False
7071,True,False
7072,True,False
7073,False,False
7074,True,False
7075,True,False
7076,True,True
7077,True,True
7078,False,False
7079,True,True
7080,False,False
7081,False,False
7082,False,False
7083,False,False
7084,False,False
7085,False,False
7086,True,True
7087,False,False
7088,True,True
7089,False,False
7090,False,False
7091,True,True
7092,False,False
7093,False,False
7094,True,True
7095,False,False
7096,False,False
7097,True,True
7098,False,False
7099,True,True
7100,True,True
7101,True,True
7102,True,True
7103,True,True
7104,True,True
7105,False,False
7106,True,True
7107,False,False
7108,False,False
7109,True,False
7110,False,False
7111,True,True
7112,False,False
7113,True,False
7114,True,True
7115,True,True
7116,True,False
7117,False,False
7118,False,False
7119,False,False
7120,False,False
7121,True,True
7122,True,False
7123,True,False
7124,False,False
7125,True,False
7126,False,False
7127,True,False
7128,False,False
7129,True,False
7130,False,False
7131,True,True
7132,False,False
7133,False,False
7134,True,True
7135,False,False
7136,False,False
7137,False,False
7138,False,False
7139,False,False
7140,True,True
7141,False,False
7142,True,True
7143,False,False
7144,False,False
7145,True,True
7146,False,False
7147,False,False
7148,False,False
7149,True,False
7150,False,False
7151,True,True
7152,True,True
7153,True,False
7154,True,False
7155,True,True
7156,True,True
7157,True,True
7158,True,True
7159,True,True
7160,False,False
7161,True,True
7162,True,True
7163,True,True
7164,True,True
7165,True,False
7166,True,True
7167,True,False
7168,True,False
7169,True,True
7170,False,False
7171,True,True
7172,False,False
7173,False,False
7174,False,False
7175,True,False
7176,False,False
7177,False,False
7178,False,False
7179,True,True
7180,True,True
7181,True,False
7182,True,False
7183,False,False
7184,True,False
7185,True,True
7186,True,False
7187,True,True
7188,False,False
7189,True,True
7190,True,True
7191,False,False
7192,True,True
7193,True,True
7194,False,False
7195,False,False
7196,False,False
7197,False,False
7198,True,True
7199,False,False
7200,False,False
7201,False,False
7202,False,False
7203,False,False
7204,True,True
7205,True,False
7206,True,True
7207,False,False
7208,False,False
7209,False,False
7210,True,True
7211,False,False
7212,True,True
7213,True,True
7214,True,True
7215,True,True
7216,True,True
7217,False,False
7218,False,False
7219,True,True
7220,False,False
7221,True,True
7222,False,False
7223,True,True
7224,False,False
7225,False,False
7226,False,False
7227,True,True
7228,False,False
7229,True,False
7230,False,False
7231,False,False
7232,False,True
7233,True,True
7234,True,True
7235,False,False
7236,False,False
7237,False,False
7238,False,False
7239,True,False
7240,True,False
7241,False,False
7242,False,False
7243,False,False
7244,False,False
7245,True,False
7246,True,True
7247,False,False
7248,False,False
7249,True,True
7250,False,False
7251,False,False
7252,False,False
7253,False,False
7254,False,False
7255,True,True
7256,True,True
7257,True,True
7258,False,False
7259,False,False
7260,False,False
7261,True,True
7262,True,True
7263,True,True
7264,False,False
7265,False,False
7266,True,True
7267,False,False
7268,False,False
7269,False,False
7270,False,False
7271,False,False
7272,False,False
7273,True,True
7274,False,False
7275,False,True
7276,False,False
7277,True,False
7278,False,False
7279,False,False
7280,True,True
7281,True,True
7282,True,True
7283,False,False
7284,True,True
7285,False,False
7286,True,True
7287,False,False
7288,False,False
7289,False,False
7290,False,False
7291,False,False
7292,False,False
7293,False,False
7294,True,True
7295,False,False
7296,True,True
7297,True,True
7298,True,True
7299,True,True
7300,True,True
7301,True,True
7302,False,False
7303,True,False
7304,False,False
7305,False,False
7306,False,False
7307,True,False
7308,False,False
7309,False,False
7310,False,False
7311,True,True
7312,False,False
7313,False,False
7314,True,True
7315,False,False
7316,True,False
7317,True,True
7318,True,True
7319,True,True
7320,True,True
7321,False,False
7322,True,True
7323,True,True
7324,True,True
7325,True,True
7326,True,True
7327,True,True
7328,True,True
7329,False,False
7330,False,False
7331,False,False
7332,False,False
7333,True,False
7334,True,True
7335,True,False
7336,True,False
7337,False,False
7338,False,False
7339,False,False
7340,False,False
7341,False,False
7342,True,True
7343,True,False
7344,False,False
7345,False,False
7346,False,False
7347,True,False
7348,False,False
7349,True,True
7350,True,False
7351,False,False
7352,False,False
7353,False,False
7354,False,False
7355,True,True
7356,False,False
7357,False,False
7358,True,True
7359,False,False
7360,False,False
7361,True,False
7362,False,False
7363,False,False
7364,False,False
7365,False,False
7366,True,True
7367,False,False
7368,False,False
7369,False,False
7370,False,True
7371,False,False
7372,False,False
7373,True,True
7374,False,False
7375,False,False
7376,False,False
7377,False,False
7378,True,True
7379,False,False
7380,False,False
7381,False,False
7382,False,False
7383,False,False
7384,True,False
7385,True,True
7386,True,True
7387,False,False
7388,False,True
7389,False,True
7390,False,False
7391,True,True
7392,False,False
7393,False,False
7394,False,False
7395,True,False
7396,False,False
7397,False,False
7398,False,False
7399,False,False
7400,False,False
7401,False,False
7402,False,False
7403,True,True
7404,False,False
7405,True,True
7406,False,False
7407,False,False
7408,False,False
7409,False,False
7410,False,False
7411,False,False
7412,True,True
7413,False,False
7414,False,False
7415,False,False
7416,False,False
7417,False,False
7418,False,False
7419,False,False
7420,True,True
7421,False,False
7422,True,True
7423,True,True
7424,False,False
7425,False,False
7426,False,False
7427,False,False
7428,True,False
7429,False,False
7430,False,False
7431,False,False
7432,False,False
7433,False,False
7434,False,False
7435,False,False
7436,True,False
7437,False,False
7438,False,False
7439,False,False
7440,False,False
7441,False,False
7442,True,True
7443,False,False
7444,True,False
7445,False,False
7446,False,False
7447,False,False
7448,False,False
7449,False,False
7450,False,False
7451,False,False
7452,False,False
7453,False,False
7454,False,False
7455,False,False
7456,True,True
7457,True,True
7458,False,False
7459,True,True
7460,False,False
7461,False,False
7462,True,True
7463,True,False
7464,False,False
7465,True,True
7466,True,True
7467,False,False
7468,False,False
7469,False,False
7470,False,True
7471,False,False
7472,True,True
7473,False,False
7474,False,False
7475,False,False
7476,False,False
7477,True,True
7478,False,False
7479,False,False
7480,False,False
7481,False,False
7482,False,False
7483,False,False
7484,False,False
7485,False,False
7486,False,False
7487,True,True
7488,False,False
7489,True,True
7490,True,True
7491,True,True
7492,True,True
7493,False,False
7494,False,False
7495,False,False
7496,False,False
7497,False,False
7498,False,False
7499,False,False
7500,False,False
7501,False,False
7502,False,False
7503,True,True
7504,False,False
7505,False,False
7506,False,False
7507,False,False
7508,False,False
7509,False,False
7510,False,False
7511,False,False
7512,False,False
7513,False,False
7514,False,False
7515,False,False
7516,True,True
7517,False,False
7518,False,False
7519,True,True
7520,True,True
7521,True,True
7522,True,True
7523,True,True
7524,False,False
7525,False,False
7526,False,False
7527,False,False
7528,True,True
7529,True,False
7530,False,False
7531,True,False
7532,True,True
7533,True,True
7534,False,False
7535,False,False
7536,True,False
7537,True,True
7538,True,True
7539,True,True
7540,True,True
7541,True,True
7542,False,False
7543,False,False
7544,False,False
7545,True,True
7546,False,False
7547,False,False
7548,False,False
7549,False,False
7550,False,False
7551,True,False
7552,False,False
7553,False,False
7554,False,False
7555,False,False
7556,False,False
7557,True,False
7558,False,False
7559,False,False
7560,False,False
7561,False,True
7562,True,True
7563,True,True
7564,False,False
7565,False,False
7566,False,False
7567,True,False
7568,False,False
7569,True,True
7570,False,False
7571,False,False
7572,False,False
7573,True,True
7574,True,False
7575,True,True
7576,True,True
7577,False,False
7578,False,False
7579,False,False
7580,False,False
7581,False,False
7582,False,False
7583,False,False
7584,True,True
7585,False,False
7586,False,False
7587,False,False
7588,True,True
7589,True,True
7590,True,True
7591,False,False
7592,False,False
7593,False,False
7594,False,False
7595,True,True
7596,True,True
7597,True,True
7598,False,False
7599,False,False
7600,False,False
7601,False,False
7602,True,False
7603,True,True
7604,False,True
7605,False,False
7606,False,False
7607,False,False
7608,False,False
7609,False,False
7610,True,True
7611,False,False
7612,False,False
7613,False,False
7614,True,False
7615,False,False
7616,True,True
7617,False,False
7618,True,True
7619,False,False
7620,False,False
7621,True,True
7622,True,True
7623,False,False
7624,True,True
7625,True,False
7626,False,False
7627,True,True
7628,False,False
7629,False,False
7630,False,False
7631,False,False
7632,True,True
7633,False,False
7634,True,True
7635,False,False
7636,False,False
7637,False,False
7638,False,True
7639,True,False
7640,True,False
7641,True,False
7642,False,True
7643,True,False
7644,True,True
7645,False,False
7646,True,True
7647,False,False
7648,True,True
7649,False,False
7650,False,False
7651,True,True
7652,False,False
7653,False,False
7654,False,False
7655,False,False
7656,True,True
7657,False,False
7658,False,False
7659,False,False
7660,False,False
7661,False,False
7662,False,False
7663,False,False
7664,False,False
7665,False,False
7666,False,False
7667,False,False
7668,False,False
7669,True,False
7670,True,True
7671,False,False
7672,False,False
7673,False,False
7674,False,False
7675,False,True
7676,False,False
7677,True,True
7678,True,True
7679,True,True
7680,False,False
7681,False,False
7682,True,True
7683,True,True
7684,False,False
7685,False,False
7686,False,False
7687,True,True
7688,False,False
7689,True,False
7690,False,False
7691,False,False
7692,False,False
7693,True,True
7694,False,False
7695,True,True
7696,False,False
7697,False,False
7698,True,True
7699,True,True
7700,False,False
7701,True,True
7702,False,False
7703,False,False
7704,True,True
7705,False,False
7706,False,False
7707,True,True
7708,True,True
7709,True,True
7710,False,False
7711,False,False
7712,False,False
7713,False,True
7714,False,False
7715,False,False
7716,True,True
7717,False,False
7718,True,True
7719,False,False
7720,False,False
7721,False,False
7722,False,False
7723,False,False
7724,True,True
7725,True,True
7726,True,True
7727,True,True
7728,True,True
7729,False,False
7730,True,True
7731,True,False
7732,True,False
7733,False,False
7734,False,False
7735,False,False
7736,False,False
7737,False,False
7738,False,False
7739,False,False
7740,True,True
7741,False,False
7742,False,False
7743,False,False
7744,False,False
7745,False,True
7746,True,True
7747,False,False
7748,False,False
7749,False,False
7750,True,True
7751,True,True
7752,False,False
7753,False,False
7754,True,True
7755,True,True
7756,True,True
7757,False,False
7758,False,False
7759,False,False
7760,False,False
7761,False,False
7762,False,False
7763,False,False
7764,False,False
7765,True,True
7766,False,False
7767,True,True
7768,True,True
7769,True,True
7770,True,True
7771,False,False
7772,False,False
7773,False,False
7774,False,False
7775,False,False
7776,True,False
7777,False,False
7778,True,False
7779,True,True
7780,True,True
7781,False,False
7782,True,True
7783,False,False
7784,False,False
7785,False,False
7786,False,False
7787,False,False
7788,True,True
7789,True,True
7790,False,False
7791,False,False
7792,True,True
7793,True,False
7794,True,True
7795,False,False
7796,False,False
7797,False,False
7798,True,True
7799,False,False
7800,False,False
7801,False,False
7802,False,False
7803,False,False
7804,False,False
7805,False,False
7806,False,False
7807,False,False
7808,True,True
7809,False,False
7810,True,True
7811,True,True
7812,True,True
7813,False,False
7814,False,False
7815,False,False
7816,False,False
7817,True,True
7818,False,False
7819,True,True
7820,False,False
7821,False,False
7822,False,False
7823,False,False
7824,True,True
7825,True,True
7826,True,True
7827,True,False
7828,True,True
7829,True,True
7830,False,False
7831,True,True
7832,True,True
7833,False,False
7834,False,False
7835,True,True
7836,False,False
7837,False,False
7838,False,False
7839,True,True
7840,False,False
7841,False,False
7842,False,False
7843,False,False
7844,False,False
7845,False,False
7846,False,False
7847,False,False
7848,False,False
7849,False,False
7850,False,False
7851,True,False
7852,True,True
7853,True,True
7854,True,False
7855,False,False
7856,False,False
7857,False,False
7858,True,True
7859,False,False
7860,False,False
7861,True,False
7862,True,True
7863,False,False
7864,False,False
7865,True,False
7866,False,False
7867,False,False
7868,False,False
7869,False,False
7870,False,False
7871,False,False
7872,True,False
7873,True,True
7874,False,False
7875,False,False
7876,False,False
7877,False,False
7878,False,True
7879,True,True
7880,False,True
7881,False,False
7882,True,False
7883,True,True
7884,True,True
7885,True,False
7886,False,True
7887,False,False
7888,True,True
7889,False,False
7890,True,True
7891,False,False
7892,True,False
7893,False,False
7894,False,False
7895,True,True
7896,False,False
7897,False,False
7898,False,False
7899,True,True
7900,False,False
7901,True,True
7902,False,False
7903,True,False
7904,False,False
7905,False,False
7906,False,False
7907,False,False
7908,False,False
7909,False,False
7910,False,False
7911,False,False
7912,False,False
7913,False,False
7914,False,False
7915,True,True
7916,False,False
7917,False,False
7918,False,False
7919,False,False
7920,True,False
7921,True,True
7922,True,True
7923,True,False
7924,False,False
7925,True,True
7926,False,False
7927,False,False
7928,True,True
7929,False,False
7930,False,False
7931,True,False
7932,False,False
7933,True,True
7934,False,False
7935,True,True
7936,True,False
7937,True,True
7938,True,True
7939,True,True
7940,True,False
7941,True,True
7942,True,True
7943,False,False
7944,True,False
7945,True,True
7946,False,False
7947,False,False
7948,False,False
7949,False,False
7950,False,False
7951,False,False
7952,True,False
7953,False,False
7954,False,False
7955,False,False
7956,True,True
7957,False,False
7958,False,False
7959,True,False
7960,True,False
7961,True,True
7962,True,False
7963,False,False
7964,False,False
7965,False,False
7966,False,False
7967,True,False
7968,False,False
7969,False,False
7970,False,False
7971,False,False
7972,True,False
7973,True,True
7974,True,True
7975,True,True
7976,True,True
7977,True,True
7978,True,False
7979,False,False
7980,False,False
7981,False,False
7982,False,False
7983,False,False
7984,False,False
7985,False,False
7986,False,False
7987,False,False
7988,False,False
7989,False,False
7990,False,False
7991,True,True
7992,False,False
7993,False,False
7994,True,True
7995,False,False
7996,False,False
7997,False,False
7998,True,True
7999,False,False
8000,False,False
8001,True,True
8002,True,True
8003,False,False
8004,False,False
8005,False,False
8006,False,False
8007,False,False
8008,True,False
8009,False,False
8010,False,False
8011,True,False
8012,False,False
8013,False,False
8014,False,False
8015,False,False
8016,False,False
8017,False,False
8018,False,False
8019,True,True
8020,False,False
8021,False,False
8022,False,True
8023,True,False
8024,False,False
8025,False,False
8026,True,False
8027,True,False
8028,False,False
8029,False,False
8030,True,True
8031,False,False
8032,False,False
8033,False,False
8034,False,False
8035,False,False
8036,False,False
8037,False,False
8038,False,False
8039,False,False
8040,True,False
8041,False,True
8042,False,False
8043,False,False
8044,False,False
8045,False,False
8046,False,False
8047,False,False
8048,False,False
8049,True,True
8050,False,False
8051,False,False
8052,True,True
8053,True,True
8054,False,False
8055,True,True
8056,True,True
8057,False,False
8058,False,False
8059,False,False
8060,False,False
8061,False,False
8062,False,False
8063,False,False
8064,True,True
8065,True,False
8066,False,False
8067,False,False
8068,False,False
8069,True,False
8070,True,False
8071,False,False
8072,False,False
8073,False,False
8074,False,False
8075,True,False
8076,False,False
8077,True,False
8078,True,False
8079,False,False
8080,False,False
8081,True,True
8082,True,True
8083,True,True
8084,True,True
8085,False,False
8086,False,True
8087,False,False
8088,True,True
8089,True,True
8090,True,True
8091,True,True
8092,True,True
8093,True,True
8094,True,True
8095,True,True
8096,True,True
8097,True,True
8098,True,True
8099,False,False
8100,True,True
8101,False,False
8102,True,True
8103,False,True
8104,False,False
8105,True,True
8106,False,False
8107,False,False
8108,False,False
8109,False,False
8110,False,False
8111,False,False
8112,False,False
8113,True,False
8114,False,False
8115,True,True
8116,False,False
8117,False,False
8118,True,True
8119,False,False
8120,False,False
8121,False,False
8122,False,False
8123,False,False
8124,True,False
8125,False,False
8126,True,True
8127,False,False
8128,False,False
8129,True,True
8130,False,False
8131,False,False
8132,True,True
8133,False,False
